#Reps,MilaLexiconPointer,Undotted,POS
9,469,מונה,participle:verb
9,473,נישל,verb
9,479,שחורות,noun
9,4833,היסטוריון,noun
9,5002,בוטל,participle:verb
9,5092,גודל,verb
9,5215,אירי,adjective
9,5386,פירש,participle:noun
9,5403,הביש,verb
9,5415,גאה,participle:adjective
9,5467,אייש,participle:verb
9,5480,חיתן,verb
9,5554,התפנה,participle:verb
9,5589,השתכר,participle:verb
9,5591,התמקדות,noun
9,5650,סיווג,participle:adjective
9,5685,התאכזב,verb
9,5781,מחץ,noun
9,5880,התפרש,participle:verb
9,5892,הדהים,verb
9,5983,הקיש,verb
9,6042,הריח,participle:noun
9,6072,ויסות,noun
9,6102,התחדש,participle:verb
9,6240,הספיק,participle:verb
9,6278,התפרקות,noun
9,6378,הלחין,verb
9,6388,משאבה,noun
9,6521,חופש,participle:noun
9,6608,השכנה,noun
9,6645,מנהיגות,noun
9,6660,אלקטרון,noun
9,6758,מסעוד,properName
9,6763,השיק,participle:verb
9,6820,ורד,properName
9,6877,מחל,verb
9,6883,"ב""כ",adjective
9,6894,גבה,verb
9,6902,דבי,properName
9,6995,תלאה,noun
9,7029,אכף,participle:verb
9,7049,פרנס,participle:verb
9,7119,תפריט,noun
9,7176,נותר,participle:verb
9,7299,מוקטעה,properName
9,7372,שובש,verb
9,7392,שוכלל,participle:noun
9,7393,ליבוי,noun
9,7404,העמיד,participle:noun
9,7452,הופתע,participle:adjective
9,7524,הועבר,participle:noun
9,7575,בלה,verb
9,7583,ניטע,participle:noun
9,7619,מרקחת,noun
9,7850,שצף,verb
9,7910,תועש,participle:adjective
9,7923,אוחד,participle:verb
9,7990,התהפכות,noun
9,8048,הופלה,participle:verb
9,8135,סגר,participle:noun
9,8189,טווח,participle:noun
9,8260,גדי,noun
9,830,השהיה,noun
9,8322,מאפייה,noun
9,8345,מנחת,noun
9,8419,מטה,noun
9,8508,צריך,adjective
9,8521,תצרוכת,noun
9,8571,מלך,verb
9,860,קול,adjective
9,8656,כמיהה,noun
9,8675,רחש,participle:verb
9,8733,תמיר,adjective
9,8734,השתחרר,participle:verb
9,8746,קלט,noun
9,8748,טרחה,noun
9,8813,סיגר,noun
9,8866,התארגן,participle:verb
9,8956,כריתה,noun
9,9050,נפש,participle:verb
9,9175,איוש,noun
9,9193,התפוצץ,participle:verb
9,9465,ייפה,participle:noun
9,9506,הטבעה,noun
9,9524,צינון,noun
9,9551,בידוי,noun
9,9748,פירט,participle:noun
9,974,קירב,participle:noun
9,9756,הסית,participle:adjective
9,9793,טיפח,verb
9,9798,התחייל,participle:noun
9,9862,פירק,participle:verb
9,9889,התפתה,verb
9,9913,תקצב,verb
9,9973,פרידריך,properName
8,0,אופטיקה,properName
8,0,אזוקים,properName
8,0,אזקו,properName
8,0,אחרת',properName
8,0,איירס,properName
8,0,אינספור,properName
8,0,אינפו,properName
8,0,איסלאמים,adjective
8,0,איקרית,properName
8,0,אלבק,properName
8,0,אלוקי,properName
8,0,אנטראקס,properName
8,0,אפילפסיה,properName
8,0,אפללו,properName
8,0,אקשטיין,properName
8,0,באומל,properName
8,0,באסטה,properName
8,0,בוואריה,properName
8,0,בומרנג,properName
8,0,ביולוגיה,properName
8,0,בילסקי,properName
8,0,בירוקרטים,properName
8,0,בניאס,properName
8,0,בנתיים,properName
8,0,"בעז""ה",properName
8,0,בקזחסטאן,properName
8,0,בשיבא,properName
8,0,ג'אזירה,properName
8,0,גב.,properName
8,0,גבירצמן,properName
8,0,ג'האד,properName
8,0,גנס,properName
8,0,גרדיאן,properName
8,0,דורא,properName
8,0,דמלכותא,properName
8,0,דעים,properName
8,0,:הכרזת,properName
8,0,הסברתי,properName
8,0,וורקורט,properName
8,0,וייסהויז,properName
8,0,וקנין,properName
8,0,זדה,properName
8,0,חארת,properName
8,0,טופולב,properName
8,0,טוקר,properName
8,0,טלבאני,properName
8,0,יב,properName
8,0,"יוע""מ",properName
8,0,ירושימה,properName
8,0,ישראלס,properName
8,0,ל',properName
8,0,לגימלאים,properName
8,0,ליבוביץ',properName
8,0,"ליועמ""ש",properName
8,0,לנגנטל,properName
8,0,לפטריארך,properName
8,0,ם.,properName
8,0,מאירשטיין,properName
8,0,מהרשק,properName
8,0,מוסקוביץ',properName
8,0,מועייד,properName
8,0,מחללין,properName
8,0,מילואימניקים,properName
8,0,מירבית,properName
8,0,מעכשיו,properName
8,0,מק''מ,properName
8,0,מרחביות,properName
8,0,מרקוסור,properName
8,0,נגשה,properName
8,0,נטורי,properName
8,0,ניגשו,properName
8,0,נמט,properName
8,0,נתי,properName
8,0,סופרגז,properName
8,0,סופרלנד,properName
8,0,סוציאל,properName
8,0,סטאר,properName
8,0,סיאסה,properName
8,0,סילביו,properName
8,0,סלקטיבית,properName
8,0,סן,properName
8,0,עאטף,properName
8,0,עבייאת,properName
8,0,עגמת,properName
8,0,עימאד,properName
8,0,עמונה,properName
8,0,עממית',properName
8,0,עמרו,properName
8,0,פו,properName
8,0,פיתרון,properName
8,0,פקר,properName
8,0,פריימן,properName
8,0,צ'יטה,properName
8,0,קדאפי,properName
8,0,קדיתא,properName
8,0,קורמורן,properName
8,0,קייס,properName
8,0,קלארק,properName
8,0,קמניצקי,properName
8,0,קפיטולניק,properName
8,0,קריים,properName
8,0,קרפל,properName
8,0,ראיד,properName
8,0,ראשיד,properName
8,0,"רה""ג",properName
8,0,רידלי,properName
8,0,רלבנטי,properName
8,0,רע.,properName
8,0,שארעו,properName
8,0,שופמן,properName
8,0,שטיינזלץ,properName
8,0,שטרסברג,properName
8,0,שידרה,properName
8,0,שיווקי,properName
8,0,שיווקית,properName
8,0,שתים,properName
8,0,תגר,properName
8,0,תיתכן,properName
8,0,תנתן,properName
8,10080,אספן,noun
8,10158,נוי,noun
8,10195,חימש,participle:verb
8,10199,פקיעין,properName
8,10206,אידה,verb
8,10256,התרגם,participle:verb
8,10261,שררה,noun
8,1026,שתן,noun
8,10287,איבן,participle:noun
8,1044,הקליט,verb
8,10513,פיתה,verb
8,10611,ציוות,noun
8,1061,הורם,participle:noun
8,10691,רשף,properName
8,10725,הודגש,participle:adjective
8,10726,אוכלס,participle:verb
8,10774,סחט,verb
8,10827,התקיף,participle:noun
8,10869,לימה,properName
8,10891,חיון,properName
8,10937,חוקק,participle:adjective
8,10995,התלהטות,noun
8,11006,גופרית,noun
8,11084,ליקט,verb
8,11087,כווית,properName
8,11096,יריבה,noun
8,11162,בזז,verb
8,11197,ואקום,noun
8,111,הועדף,participle:adjective
8,1128,נבע,participle:adjective
8,11331,יפה,verb
8,11523,התנער,participle:verb
8,11588,הפציץ,participle:verb
8,11645,"מ""כ",noun
8,11658,שיוף,noun
8,11728,תרבית,noun
8,11764,דיג,noun
8,11772,מחטף,noun
8,11862,הובן,verb
8,11908,ארנבת,noun
8,11926,מרב,noun
8,11944,זירוז,noun
8,12066,פריים,noun
8,12137,אבינועם,properName
8,12144,דג,verb
8,12188,גאל,verb
8,12209,הצר,participle:verb
8,1221,קוים,verb
8,12379,עובד,participle:adjective
8,12403,עניות,noun
8,12664,העניק,participle:noun
8,12837,תומר,properName
8,12844,הוקם,participle:noun
8,12910,התכוון,participle:adjective
8,12946,הודלק,verb
8,12984,סיימון,properName
8,13058,הטיף,participle:verb
8,13105,מוס,noun
8,13124,הבעית,verb
8,13125,אצילות,noun
8,13133,איים,participle:adjective
8,13179,פרק,participle:noun
8,13229,אגר,participle:verb
8,1329,השמיט,verb
8,13408,מגש,noun
8,13424,התבגר,participle:noun
8,13482,מהל,participle:adjective
8,13504,מציאותי,adjective
8,13572,חפר,participle:noun
8,13593,ניצר,participle:verb
8,13622,גו,noun
8,13639,אזעקה,noun
8,13668,המוניות,noun
8,13677,עיכב,participle:noun
8,13722,קלוש,adjective
8,13727,הסתמן,participle:adjective
8,13759,שאקי,properName
8,13774,להיט,noun
8,13804,מוחשב,participle:verb
8,13846,גיוון,noun
8,13868,נוהל,participle:verb
8,13916,הוסכם,participle:verb
8,13950,יציע,noun
8,1395,נחליאל,properName
8,13992,סיבך,verb
8,14042,התחמש,verb
8,14057,הצטלם,verb
8,14099,ארכיטקט,noun
8,14142,סלל,participle:verb
8,14192,סנונית,noun
8,1419,החדיר,participle:noun
8,14223,לוז,noun
8,14253,צעידה,noun
8,14260,ליבנת,properName
8,14313,קיבולת,noun
8,14339,היסה,verb
8,14390,הוגדל,verb
8,1452,פלטפורמה,noun
8,14532,הוקשה,participle:noun
8,14680,קלט,participle:noun
8,14731,הוזל,participle:adjective
8,14763,הושבת,participle:verb
8,14765,הבריח,participle:verb
8,14805,גלילאו,properName
8,14859,סופח,verb
8,14915,התאגד,verb
8,14919,צנצנת,noun
8,14947,עייל,verb
8,14953,כבאית,noun
8,14973,דלי,noun
8,14995,סינגפור,properName
8,15042,התפורר,verb
8,15126,נדמה,participle:noun
8,15144,עצר,noun
8,15172,הפסיד,participle:verb
8,15224,יתיר,properName
8,1525,זבוב,noun
8,15266,שוריין,participle:adjective
8,15280,יוחאי,properName
8,15345,סייע,noun
8,1544,גדילה,noun
8,15544,כילה,noun
8,15557,לסלאו,properName
8,15574,הופר,verb
8,1562,פרמיה,noun
8,15653,תקפות,noun
8,15664,אונה,verb
8,15706,חנק,noun
8,15724,האמנה,noun
8,15796,עוגייה,noun
8,15847,התמכרות,noun
8,15890,הופץ,participle:noun
8,15908,דלהי,properName
8,15915,ביסס,participle:verb
8,16019,הבריא,verb
8,16026,דום,noun
8,16035,הופיע,participle:adjective
8,16106,השתקע,verb
8,16162,נצלב,verb
8,16185,עולל,noun
8,16218,נדבק,participle:noun
8,16225,שריטה,noun
8,16330,דחיפה,noun
8,16365,מיקד,verb
8,16381,המחיש,participle:verb
8,16407,תיווך,participle:verb
8,16423,להט,participle:adjective
8,16472,שייר,noun
8,16581,גדש,verb
8,16591,פוקח,participle:noun
8,16610,שיפר,participle:noun
8,16676,ברא,verb
8,16743,אין,noun
8,16822,החריב,participle:noun
8,16822,החריב,participle:verb
8,16877,פרווה,noun
8,16954,חיתוך,noun
8,16988,קפץ,verb
8,16992,שמרני,adjective
8,17037,אתונה,properName
8,17106,צדק,participle:adjective
8,1714,נסחר,participle:verb
8,17341,חופה,noun
8,17347,תדלוק,noun
8,17351,הקשה,participle:verb
8,17357,מדשאה,noun
8,17359,כרת,participle:verb
8,17364,הקרנה,noun
8,17388,רנו,properName
8,17394,מר,adverb
8,17511,בער,participle:noun
8,17594,חשמל,verb
8,17616,הופרט,verb
8,1766,שלומה,properName
8,17681,מרגרינה,noun
8,17693,חלץ,participle:adjective
8,17693,חלץ,participle:verb
8,17709,"צד""ל",properName
8,17716,ערף,verb
8,1773,נצבר,verb
8,17836,צרף,verb
8,17837,הנמיך,verb
8,17850,נטל,noun
8,17917,הוצת,verb
8,17919,שיווי,noun
8,17932,חוואי,noun
8,18027,התפרע,participle:adjective
8,1803,הקפיא,participle:verb
8,18073,צומצם,participle:verb
8,18109,קסם,noun
8,18125,נעץ,participle:adjective
8,18160,פרד,noun
8,18165,חצה,participle:adjective
8,18178,מהימנות,noun
8,18210,שחפת,noun
8,18284,כלכל,noun
8,1833,ניווט,verb
8,18362,התיר,participle:noun
8,1841,התחייב,participle:adjective
8,18437,המיט,participle:noun
8,18439,בוש,participle:verb
8,18509,מרה,noun
8,18536,פשט,participle:verb
8,18638,הוכח,participle:adjective
8,18675,מכלאה,noun
8,18759,גסות,noun
8,18773,נשם,participle:noun
8,18790,מוגן,verb
8,18913,מעל,participle:noun
8,18939,התרבה,participle:noun
8,18951,הביס,verb
8,18977,פורסם,participle:noun
8,19080,ברנרד,properName
8,19135,מבוהל,adjective
8,19153,אוניברסלי,adjective
8,19196,פיזיקאי,noun
8,19216,ייחס,participle:noun
8,19367,התנגד,participle:adjective
8,19373,רווה,participle:noun
8,19456,התגודד,verb
8,19472,אפצ'י,noun
8,19557,זוהה,participle:noun
8,19746,עריקה,noun
8,19790,אופטי,adjective
8,1979,גרגר,noun
8,19806,ייחל,verb
8,19857,הוקנה,participle:verb
8,19862,בדק,participle:noun
8,19885,הרמן,properName
8,2020,מפל,noun
8,20223,פסוק,noun
8,20265,תדמיתי,adjective
8,20271,זויף,participle:noun
8,20334,בילוש,noun
8,20344,נגזל,verb
8,20381,התוויה,noun
8,20408,צרכנייה,noun
8,20448,מלכותי,adjective
8,20503,זרע,noun
8,20588,הפסיק,participle:noun
8,20638,כינה,noun
8,20711,השקיף,participle:verb
8,20736,תירוש,noun
8,20922,שעשוע,noun
8,20985,מיפה,verb
8,21035,מוקם,participle:adjective
8,21046,שריף,noun
8,21187,השיר,participle:verb
8,21212,זקן,verb
8,21292,כהה,adjective
8,2132,פסנתרן,noun
8,21351,להבא,adverb
8,21386,תיעודי,adjective
8,21389,מתימטיקה,noun
8,21425,גופר,noun
8,21438,אקראי,noun
8,21873,אמון,adjective
8,22090,אפסי,adjective
8,2213,הושחת,participle:verb
8,22176,חולני,adjective
8,22418,קטנוני,adjective
8,22457,רשלני,adjective
8,22472,שימושי,adjective
8,22558,דופי,noun
8,2256,החכים,participle:noun
8,22572,חלוף,noun
8,22706,שיג,noun
8,22713,שמרים,noun
8,2272,חידד,verb
8,22868,מאומה,noun
8,228,הומצא,verb
8,23327,קרת,noun
8,23448,אגמון,noun
8,23596,יינן,noun
8,23665,מזמור,noun
8,23742,משוגע,noun
8,2379,לירה,noun
8,23802,פדגוג,noun
8,23906,שוגר,noun
8,24048,נורה,participle:verb
8,24059,נפגם,verb
8,24079,מכלית,noun
8,24119,הידרדר,verb
8,24142,גמלא,properName
8,24188,פדגוגי,adjective
8,24346,תחומי,adjective
8,24360,פאן,wPrefix
8,24392,הודי,noun
8,24399,יווני,noun
8,24507,סרביה,properName
8,24547,נמיר,properName
8,2462,דחף,participle:noun
8,24809,קתולי,noun
8,24858,ייזום,noun
8,25069,סבסד,verb
8,25096,אוטו,properName
8,25163,כלל,properName
8,25215,זייד,properName
8,25250,הרברט,properName
8,25258,פרישמן,properName
8,25268,הירש,properName
8,25281,שרת,properName
8,2532,רוממות,noun
8,25368,זקן,properName
8,2559,ברקן,properName
8,25847,אציל,adjective
8,25925,מעיינים,noun
8,2598,רתיעה,noun
8,26019,מילואה,noun
8,26122,כשורה,adverb
8,26160,אופטימלי,adjective
8,26165,דיאטן,noun
8,2617,טבח,verb
8,2621,קידמה,noun
8,26447,טמפלר,noun
8,26452,עותומאני,adjective
8,26567,כבעבר,adverb
8,26604,בליסטי,adjective
8,2663,פיתח,participle:verb
8,26818,"הבעש""ט",properName
8,2681,הומלץ,participle:verb
8,26860,"סת""ם",adjective
8,27020,קונספציה,noun
8,2706,דלפק,noun
8,2724,התנוסס,verb
8,27294,חזון,properName
8,27398,מחולה,properName
8,27460,נחשונים,properName
8,27525,פארן,properName
8,27558,קטיף,properName
8,27562,קשת,properName
8,27600,שילת,properName
8,27707,מלבורן,properName
8,27910,אלכסנדרוני,properName
8,27934,חרש,participle:verb
8,27989,רוטציה,noun
8,28051,שבעתיים,adverb
8,2815,התחרה,participle:adjective
